+------+------------+---------+----+----+----+----+----+----+----+----+----+
|  t1  |     d1     |   z1    | s1 | s2 | s3 | s4 | s5 | s6 | "" | z2 | b1 |
| 273  | 2006/1/12  | 2770212 | 4  | 18 | 20 | 21 | 29 | 40 |    | A  | 37 |
| 1267 | 2018/4/9   | 2780048 | 4  | 18 | 31 | 33 | 34 | 41 |    | B  | 9  |
| 569  | 2011/7/4   | 2783088 | 4  | 19 | 21 | 25 | 28 | 40 |    | I  | 38 |
| 1093 | 2016/8/1   | 2788946 | 4  | 19 | 26 | 40 | 42 | 43 |    | I  | 9  |
| 296  | 2006/6/22  | 2789149 | 4  | 19 | 27 | 30 | 31 | 37 |    | G  | 10 |
| 1680 | 2022/4/14  | 2790132 | 4  | 19 | 29 | 32 | 35 | 42 |    | E  | 25 |
| 1418 | 2019/9/26  | 2807111 | 4  | 21 | 32 | 35 | 42 | 43 |    | A  | 15 |
| 511  | 2010/8/26  | 2808067 | 4  | 22 | 23 | 27 | 38 | 43 |    | J  | 9  |
| 873  | 2014/6/16  | 2810487 | 4  | 22 | 26 | 27 | 32 | 43 |    | B  | 20 |
| 963  | 2015/4/30  | 2817043 | 4  | 23 | 29 | 31 | 32 | 35 |    | G  | 17 |
| 374  | 2007/12/20 | 2818334 | 4  | 24 | 25 | 26 | 27 | 34 |    | I  | 28 |
| 303  | 2006/8/10  | 2821633 | 4  | 24 | 31 | 35 | 37 | 39 |    | D  | 13 |
| 1354 | 2019/2/14  | 2822931 | 4  | 25 | 27 | 28 | 32 | 41 |    | A  | 26 |
| 482  | 2010/2/4   | 2831994 | 4  | 30 | 31 | 36 | 37 | 38 |    | G  | 19 |
| 558  | 2011/5/26  | 2833148 | 4  | 32 | 33 | 38 | 41 | 43 |    | A  | 2  |
| 422  | 2008/11/27 | 2834316 | 5  | 6  | 7  | 8  | 28 | 38 |    | F  | 36 |
| 155  | 2003/10/2  | 2838445 | 5  | 6  | 7  | 18 | 22 | 27 |    | G  | 41 |
| 725  | 2013/1/10  | 2839132 | 5  | 6  | 7  | 20 | 31 | 41 |    | E  | 22 |
| 110  | 2002/11/14 | 2845475 | 5  | 6  | 8  | 19 | 37 | 41 |    | E  | 9  |
| 88   | 2002/6/13  | 2845497 | 5  | 6  | 8  | 20 | 21 | 26 |    | F  | 30 |
| 1409 | 2019/8/26  | 2845517 | 5  | 6  | 8  | 20 | 22 | 25 |    | J  | 13 |
| 126  | 2003/3/13  | 2847808 | 5  | 6  | 9  | 10 | 21 | 38 |    | A  | 20 |
| 1276 | 2018/5/10  | 2848181 | 5  | 6  | 9  | 11 | 16 | 35 |    | A  | 22 |
| 1352 | 2019/2/7   | 2849941 | 5  | 6  | 9  | 15 | 19 | 36 |    | B  | 5  |
| 830  | 2014/1/16  | 2851092 | 5  | 6  | 9  | 18 | 28 | 40 |    | A  | 22 |
| 1182 | 2017/6/12  | 2854715 | 5  | 6  | 10 | 13 | 24 | 33 |    | D  | 40 |
| 988  | 2015/7/27  | 2857588 | 5  | 6  | 10 | 22 | 34 | 41 |    | E  | 19 |
| 1323 | 2018/10/22 | 2857893 | 5  | 6  | 10 | 24 | 29 | 40 |    | F  | 26 |
| 1134 | 2016/12/22 | 2864674 | 5  | 6  | 12 | 14 | 30 | 38 |    | C  | 29 |
| 1210 | 2017/9/18  | 2865289 | 5  | 6  | 12 | 16 | 23 | 36 |    | J  | 9  |
| 833  | 2014/1/27  | 2870475 | 5  | 6  | 13 | 20 | 22 | 28 |    | B  | 2  |
| 781  | 2013/7/25  | 2878258 | 5  | 6  | 15 | 23 | 40 | 43 |    | I  | 39 |
| 171  | 2004/1/29  | 2883721 | 5  | 6  | 17 | 23 | 32 | 33 |    | A  | 39 |
| 1564 | 2021/3/1   | 2885329 | 5  | 6  | 18 | 20 | 27 | 37 |    | A  | 7  |
| 896  | 2014/9/4   | 2891941 | 5  | 6  | 21 | 27 | 32 | 38 |    | I  | 34 |
| 823  | 2013/12/19 | 2894725 | 5  | 6  | 23 | 30 | 37 | 38 |    | J  | 28 |
| 865  | 2014/5/19  | 2901718 | 5  | 7  | 8  | 12 | 23 | 25 |    | F  | 26 |
| 1461 | 2020/3/2   | 2903894 | 5  | 7  | 8  | 18 | 22 | 26 |    | C  | 24 |
| 1487 | 2020/6/1   | 2909626 | 5  | 7  | 9  | 17 | 24 | 35 |    | B  | 36 |
| 1504 | 2020/7/30  | 2910865 | 5  | 7  | 9  | 21 | 42 | 43 |    | E  | 35 |
| 1576 | 2021/4/12  | 2915159 | 5  | 7  | 10 | 17 | 29 | 32 |    | G  | 37 |
| 1580 | 2021/4/26  | 2918143 | 5  | 7  | 11 | 12 | 24 | 31 |    | B  | 3  |
| 1173 | 2017/5/11  | 2919846 | 5  | 7  | 11 | 16 | 33 | 38 |    | E  | 25 |
| 262  | 2005/10/27 | 2920548 | 5  | 7  | 11 | 19 | 21 | 25 |    | H  | 27 |
| 527  | 2010/12/16 | 2926168 | 5  | 7  | 12 | 23 | 39 | 41 |    | E  | 9  |
| 21   | 2001/2/22  | 2929340 | 5  | 7  | 13 | 19 | 38 | 41 |    | C  | 42 |
| 479  | 2010/1/14  | 2932161 | 5  | 7  | 14 | 17 | 20 | 27 |    | H  | 3  |
| 716  | 2012/12/3  | 2933900 | 5  | 7  | 14 | 24 | 25 | 35 |    | C  | 32 |
| 1583 | 2021/5/6   | 2941139 | 5  | 7  | 16 | 34 | 39 | 41 |    | J  | 29 |
| 117  | 2003/1/9   | 2946374 | 5  | 7  | 19 | 20 | 38 | 43 |    | F  | 4  |
| 1567 | 2021/3/11  | 2947457 | 5  | 7  | 19 | 26 | 37 | 40 |    | G  | 34 |
| 869  | 2014/6/2   | 2952947 | 5  | 7  | 23 | 24 | 37 | 38 |    | C  | 40 |
| 184  | 2004/4/29  | 2953709 | 5  | 7  | 23 | 31 | 39 | 42 |    | G  | 19 |
| 921  | 2014/12/1  | 2956352 | 5  | 7  | 26 | 36 | 38 | 39 |    | B  | 32 |
| 989  | 2015/7/30  | 2958141 | 5  | 7  | 31 | 33 | 36 | 39 |    | J  | 21 |
| 1612 | 2021/8/16  | 2976626 | 5  | 8  | 12 | 16 | 27 | 38 |    | C  | 42 |
| 1218 | 2017/10/16 | 2981859 | 5  | 8  | 13 | 20 | 28 | 42 |    | D  | 35 |
| 851  | 2014/3/31  | 2985467 | 5  | 8  | 14 | 20 | 26 | 27 |    | J  | 7  |
| 1249 | 2018/2/5   | 2988726 | 5  | 8  | 15 | 20 | 25 | 27 |    | D  | 6  |
| 1088 | 2016/7/14  | 2992557 | 5  | 8  | 16 | 24 | 32 | 33 |    | F  | 22 |
| 419  | 2008/11/6  | 2992626 | 5  | 8  | 16 | 25 | 26 | 30 |    | E  | 1  |
| 157  | 2003/10/16 | 2993998 | 5  | 8  | 17 | 19 | 25 | 27 |    | D  | 21 |
| 228  | 2005/3/3   | 2995486 | 5  | 8  | 17 | 26 | 36 | 39 |    | D  | 34 |
| 1667 | 2022/2/28  | 2997672 | 5  | 8  | 18 | 25 | 40 | 43 |    | A  | 17 |
| 617  | 2011/12/19 | 2997992 | 5  | 8  | 18 | 28 | 34 | 35 |    | J  | 10 |
| 1519 | 2020/9/21  | 3000626 | 5  | 8  | 20 | 21 | 27 | 43 |    | B  | 9  |
| 913  | 2014/11/3  | 3002043 | 5  | 8  | 20 | 31 | 36 | 41 |    | E  | 16 |
| 475  | 2009/12/10 | 3015991 | 5  | 9  | 10 | 27 | 33 | 42 |    | A  | 2  |
| 835  | 2014/2/3   | 3016133 | 5  | 9  | 10 | 28 | 39 | 40 |    | I  | 24 |
| 938  | 2015/2/2   | 3023942 | 5  | 9  | 12 | 19 | 30 | 35 |    | I  | 29 |
| 99   | 2002/8/29  | 3025502 | 5  | 9  | 12 | 28 | 29 | 39 |    | F  | 27 |
| 1496 | 2020/7/2   | 3026853 | 5  | 9  | 13 | 16 | 17 | 34 |    | C  | 37 |
| 1639 | 2021/11/18 | 3028194 | 5  | 9  | 13 | 20 | 26 | 32 |    | H  | 28 |
| 490  | 2010/4/1   | 3029618 | 5  | 9  | 13 | 28 | 34 | 40 |    | A  | 10 |
| 1047 | 2016/2/22  | 3029829 | 5  | 9  | 13 | 31 | 32 | 35 |    | A  | 26 |
| 1552 | 2021/1/18  | 3036697 | 5  | 9  | 15 | 30 | 32 | 39 |    | E  | 11 |
| 1515 | 2020/9/7   | 3040893 | 5  | 9  | 17 | 21 | 27 | 29 |    | D  | 30 |
| 1565 | 2021/3/4   | 3042028 | 5  | 9  | 17 | 28 | 30 | 37 |    | D  | 27 |
| 933  | 2015/1/15  | 3047054 | 5  | 9  | 20 | 21 | 31 | 41 |    | D  | 26 |
| 1067 | 2016/5/2   | 3053782 | 5  | 9  | 25 | 27 | 28 | 33 |    | H  | 10 |
| 1419 | 2019/9/30  | 3057745 | 5  | 10 | 11 | 12 | 21 | 37 |    | H  | 41 |
| 195  | 2004/7/15  | 3065504 | 5  | 10 | 12 | 22 | 26 | 41 |    | F  | 19 |
| 715  | 2012/11/29 | 3066039 | 5  | 10 | 12 | 25 | 28 | 31 |    | J  | 36 |
| 671  | 2012/6/28  | 3071566 | 5  | 10 | 14 | 16 | 23 | 38 |    | A  | 21 |
| 1232 | 2017/12/4  | 3074433 | 5  | 10 | 14 | 31 | 35 | 38 |    | H  | 16 |
| 238  | 2005/5/12  | 3076140 | 5  | 10 | 15 | 20 | 33 | 37 |    | I  | 30 |
| 77   | 2002/3/28  | 3077487 | 5  | 10 | 15 | 28 | 37 | 38 |    | I  | 13 |
| 1060 | 2016/4/7   | 3078226 | 5  | 10 | 16 | 17 | 32 | 37 |    | A  | 36 |
| 862  | 2014/5/8   | 3080778 | 5  | 10 | 16 | 34 | 36 | 39 |    | D  | 43 |
| 1346 | 2019/1/17  | 3091881 | 5  | 10 | 22 | 27 | 38 | 42 |    | C  | 36 |
| 655  | 2012/5/3   | 3092793 | 5  | 10 | 23 | 26 | 28 | 29 |    | F  | 27 |
| 1684 | 2022/4/28  | 3095732 | 5  | 10 | 26 | 30 | 34 | 40 |    | I  | 31 |
| 1296 | 2018/7/19  | 3110796 | 5  | 11 | 15 | 16 | 23 | 32 |    | C  | 4  |
| 711  | 2012/11/15 | 3112913 | 5  | 11 | 15 | 24 | 34 | 39 |    | C  | 37 |
| 961  | 2015/4/23  | 3116853 | 5  | 11 | 17 | 18 | 19 | 25 |    | C  | 34 |
| 778  | 2013/7/15  | 3118448 | 5  | 11 | 17 | 24 | 35 | 41 |    | F  | 3  |
| 1055 | 2016/3/21  | 3124579 | 5  | 11 | 20 | 25 | 26 | 32 |    | C  | 6  |
| 506  | 2010/7/22  | 3126503 | 5  | 11 | 21 | 27 | 37 | 39 |    | G  | 26 |
| 16   | 2001/1/18  | 3138049 | 5  | 12 | 13 | 29 | 34 | 35 |    | A  | 30 |
| 427  | 2009/1/8   | 3138330 | 5  | 12 | 13 | 33 | 39 | 42 |    | B  | 20 |
| 388  | 2008/4/3   | 3139546 | 5  | 12 | 14 | 18 | 20 | 31 |    | H  | 2  |
| 330  | 2007/2/15  | 3146179 | 5  | 12 | 16 | 19 | 28 | 39 |    | F  | 34 |
| 531  | 2011/1/13  | 3147197 | 5  | 12 | 16 | 24 | 26 | 33 |    | D  | 8  |
| 735  | 2013/2/14  | 3153847 | 5  | 12 | 19 | 22 | 32 | 39 |    | D  | 14 |
| 1313 | 2018/9/17  | 3158306 | 5  | 12 | 21 | 31 | 36 | 43 |    | F  | 27 |
| 941  | 2015/2/12  | 3159499 | 5  | 12 | 22 | 29 | 38 | 39 |    | C  | 19 |
| 895  | 2014/9/1   | 3161150 | 5  | 12 | 24 | 25 | 37 | 38 |    | B  | 39 |
| 1179 | 2017/6/1   | 3163998 | 5  | 12 | 27 | 36 | 39 | 40 |    | G  | 37 |
| 1364 | 2019/3/21  | 3166422 | 5  | 13 | 14 | 16 | 25 | 27 |    | E  | 3  |
| 733  | 2013/2/7   | 3168816 | 5  | 13 | 14 | 26 | 37 | 38 |    | E  | 28 |
| 50   | 2001/9/13  | 3171852 | 5  | 13 | 15 | 25 | 27 | 39 |    | G  | 40 |
| 444  | 2009/5/7   | 3173235 | 5  | 13 | 16 | 18 | 24 | 32 |    | H  | 30 |
| 85   | 2002/5/23  | 3179086 | 5  | 13 | 18 | 22 | 23 | 32 |    | I  | 28 |
| 907  | 2014/10/13 | 3179165 | 5  | 13 | 18 | 22 | 27 | 41 |    | D  | 19 |
| 1005 | 2015/9/24  | 3183274 | 5  | 13 | 20 | 24 | 25 | 27 |    | F  | 42 |
| 1051 | 2016/3/7   | 3183868 | 5  | 13 | 20 | 28 | 30 | 32 |    | C  | 16 |
| 1676 | 2022/3/31  | 3185319 | 5  | 13 | 21 | 27 | 31 | 36 |    | D  | 11 |
| 1029 | 2015/12/17 | 3187043 | 5  | 13 | 22 | 31 | 37 | 39 |    | A  | 4  |
| 324  | 2007/1/4   | 3191419 | 5  | 13 | 27 | 37 | 39 | 41 |    | E  | 36 |
| 923  | 2014/12/8  | 3192269 | 5  | 13 | 30 | 31 | 32 | 35 |    | J  | 29 |
| 878  | 2014/7/3   | 3197982 | 5  | 14 | 16 | 22 | 25 | 40 |    | F  | 43 |
| 912  | 2014/10/30 | 3204565 | 5  | 14 | 19 | 20 | 32 | 42 |    | H  | 11 |
| 507  | 2010/7/29  | 3204735 | 5  | 14 | 19 | 21 | 28 | 31 |    | D  | 17 |
| 816  | 2013/11/25 | 3205297 | 5  | 14 | 19 | 24 | 27 | 37 |    | A  | 9  |
| 1208 | 2017/9/11  | 3207865 | 5  | 14 | 20 | 30 | 38 | 41 |    | A  | 8  |
| 78   | 2002/4/4   | 3211963 | 5  | 14 | 23 | 32 | 33 | 43 |    | H  | 37 |
| 549  | 2011/4/25  | 3214769 | 5  | 14 | 27 | 29 | 32 | 33 |    | A  | 16 |
| 337  | 2007/4/5   | 3218132 | 5  | 15 | 16 | 20 | 34 | 39 |    | H  | 29 |
| 1642 | 2021/11/29 | 3218934 | 5  | 15 | 16 | 24 | 34 | 39 |    | B  | 13 |
| 1332 | 2018/11/22 | 3223465 | 5  | 15 | 18 | 22 | 33 | 40 |    | E  | 6  |
| 826  | 2013/12/30 | 3230441 | 5  | 15 | 22 | 24 | 29 | 36 |    | I  | 2  |
| 882  | 2014/7/17  | 3231883 | 5  | 15 | 23 | 26 | 30 | 36 |    | E  | 6  |
| 1355 | 2019/2/18  | 3235267 | 5  | 15 | 27 | 29 | 34 | 37 |    | D  | 12 |
| 488  | 2010/3/18  | 3236401 | 5  | 15 | 29 | 34 | 39 | 42 |    | F  | 6  |
| 390  | 2008/4/17  | 3238757 | 5  | 16 | 17 | 22 | 39 | 43 |    | A  | 21 |
| 1395 | 2019/7/8   | 3241755 | 5  | 16 | 18 | 27 | 30 | 43 |    | C  | 25 |
| 1668 | 2022/3/3   | 3246684 | 5  | 16 | 21 | 24 | 31 | 34 |    | E  | 29 |
| 1089 | 2016/7/18  | 3258035 | 5  | 17 | 19 | 22 | 41 | 42 |    | H  | 4  |
| 92   | 2002/7/11  | 3260061 | 5  | 17 | 20 | 24 | 28 | 40 |    | H  | 16 |
| 1157 | 2017/3/16  | 3260676 | 5  | 17 | 20 | 28 | 39 | 42 |    | F  | 1  |
| 1522 | 2020/10/1  | 3261285 | 5  | 17 | 21 | 22 | 32 | 35 |    | I  | 41 |
| 40   | 2001/7/5   | 3266835 | 5  | 17 | 25 | 34 | 38 | 39 |    | H  | 2  |
| 625  | 2012/1/19  | 3267586 | 5  | 17 | 26 | 37 | 39 | 42 |    | A  | 20 |
| 837  | 2014/2/10  | 3269840 | 5  | 17 | 34 | 37 | 39 | 42 |    | E  | 28 |
| 868  | 2014/5/29  | 3271271 | 5  | 18 | 19 | 26 | 31 | 43 |    | G  | 10 |
| 960  | 2015/4/20  | 3277601 | 5  | 18 | 23 | 32 | 35 | 39 |    | D  | 10 |
| 1224 | 2017/11/6  | 3282422 | 5  | 18 | 33 | 38 | 41 | 43 |    | E  | 6  |
| 949  | 2015/3/12  | 3290848 | 5  | 19 | 26 | 36 | 39 | 43 |    | A  | 9  |
| 698  | 2012/10/1  | 3294041 | 5  | 20 | 21 | 26 | 30 | 33 |    | F  | 27 |
| 1265 | 2018/4/2   | 3299069 | 5  | 20 | 26 | 27 | 28 | 33 |    | I  | 12 |
| 1557 | 2021/2/4   | 3302174 | 5  | 21 | 22 | 23 | 26 | 39 |    | G  | 31 |
| 818  | 2013/12/2  | 3305459 | 5  | 21 | 24 | 34 | 37 | 38 |    | B  | 16 |
| 581  | 2011/8/15  | 3313663 | 5  | 22 | 28 | 29 | 35 | 39 |    | E  | 21 |
| 1151 | 2017/2/23  | 3316426 | 5  | 23 | 25 | 26 | 29 | 31 |    | E  | 19 |
| 243  | 2005/6/16  | 3335567 | 5  | 34 | 35 | 38 | 42 | 43 |    | B  | 8  |
| 1301 | 2018/8/6   | 3345297 | 6  | 7  | 9  | 16 | 30 | 41 |    | J  | 22 |
| 1475 | 2020/4/20  | 3346284 | 6  | 7  | 9  | 20 | 21 | 27 |    | B  | 2  |
| 586  | 2011/9/1   | 3352596 | 6  | 7  | 10 | 23 | 36 | 42 |    | J  | 11 |
| 255  | 2005/9/8   | 3360576 | 6  | 7  | 12 | 17 | 34 | 42 |    | F  | 8  |
| 1107 | 2016/9/19  | 3361795 | 6  | 7  | 12 | 22 | 30 | 33 |    | J  | 36 |
| 780  | 2013/7/22  | 3362527 | 6  | 7  | 12 | 26 | 39 | 43 |    | A  | 4  |
| 848  | 2014/3/20  | 3363965 | 6  | 7  | 13 | 15 | 35 | 39 |    | E  | 33 |
| 684  | 2012/8/13  | 3364843 | 6  | 7  | 13 | 18 | 27 | 33 |    | F  | 16 |
| 514  | 2010/9/16  | 3367373 | 6  | 7  | 14 | 15 | 19 | 41 |    | I  | 31 |
| 325  | 2007/1/11  | 3381615 | 6  | 7  | 18 | 29 | 33 | 39 |    | I  | 43 |
| 1196 | 2017/7/31  | 3383824 | 6  | 7  | 19 | 31 | 39 | 41 |    | F  | 14 |
| 1094 | 2016/8/4   | 3384749 | 6  | 7  | 20 | 24 | 28 | 43 |    | G  | 11 |
| 731  | 2013/1/31  | 3389006 | 6  | 7  | 23 | 25 | 38 | 42 |    | B  | 21 |
| 764  | 2013/5/27  | 3390718 | 6  | 7  | 24 | 34 | 42 | 43 |    | B  | 14 |
| 1424 | 2019/10/17 | 3390886 | 6  | 7  | 25 | 26 | 33 | 36 |    | G  | 19 |
| 762  | 2013/5/20  | 3398704 | 6  | 8  | 9  | 20 | 24 | 27 |    | F  | 40 |
| 297  | 2006/6/29  | 3398878 | 6  | 8  | 9  | 20 | 38 | 40 |    | C  | 2  |
| 426  | 2008/12/25 | 3400237 | 6  | 8  | 9  | 29 | 32 | 37 |    | D  | 4  |
| 763  | 2013/5/23  | 3404571 | 6  | 8  | 10 | 21 | 39 | 42 |    | H  | 36 |
| 1152 | 2017/2/27  | 3405970 | 6  | 8  | 10 | 33 | 35 | 43 |    | G  | 22 |
| 100  | 2002/9/5   | 3407348 | 6  | 8  | 11 | 14 | 31 | 33 |    | J  | 23 |
| 1099 | 2016/8/22  | 3412654 | 6  | 8  | 12 | 17 | 18 | 24 |    | D  | 35 |
| 689  | 2012/8/30  | 3412790 | 6  | 8  | 12 | 17 | 24 | 31 |    | I  | 38 |
| 489  | 2010/3/25  | 3415242 | 6  | 8  | 12 | 30 | 33 | 43 |    | I  | 36 |
| 1081 | 2016/6/20  | 3416710 | 6  | 8  | 13 | 17 | 18 | 20 |    | D  | 28 |
| 1359 | 2019/3/4   | 3420832 | 6  | 8  | 14 | 18 | 25 | 41 |    | H  | 9  |
| 1109 | 2016/9/26  | 3422705 | 6  | 8  | 14 | 27 | 36 | 42 |    | F  | 28 |
| 293  | 2006/6/1   | 3423942 | 6  | 8  | 15 | 17 | 36 | 43 |    | B  | 38 |
| 329  | 2007/2/8   | 3423954 | 6  | 8  | 15 | 17 | 39 | 40 |    | J  | 37 |
| 579  | 2011/8/8   | 3429873 | 6  | 8  | 17 | 19 | 23 | 42 |    | F  | 32 |
| 352  | 2007/7/19  | 3442305 | 6  | 8  | 24 | 25 | 34 | 38 |    | D  | 10 |
| 1308 | 2018/8/30  | 3449178 | 6  | 9  | 10 | 15 | 34 | 39 |    | F  | 3  |
| 1682 | 2022/4/21  | 3450907 | 6  | 9  | 10 | 21 | 33 | 41 |    | C  | 14 |
| 746  | 2013/3/25  | 3452056 | 6  | 9  | 10 | 29 | 31 | 35 |    | G  | 28 |
| 906  | 2014/10/9  | 3457808 | 6  | 9  | 12 | 13 | 30 | 40 |    | I  | 31 |
| 1392 | 2019/6/27  | 3459921 | 6  | 9  | 12 | 19 | 40 | 42 |    | G  | 7  |
| 556  | 2011/5/19  | 3463305 | 6  | 9  | 13 | 17 | 29 | 30 |    | H  | 25 |
| 1112 | 2016/10/6  | 3470908 | 6  | 9  | 15 | 19 | 39 | 42 |    | H  | 34 |
| 283  | 2006/3/23  | 3474408 | 6  | 9  | 16 | 22 | 27 | 37 |    | C  | 36 |
| 1289 | 2018/6/25  | 3474798 | 6  | 9  | 16 | 24 | 29 | 37 |    | B  | 3  |
| 661  | 2012/5/24  | 3476645 | 6  | 9  | 17 | 20 | 33 | 40 |    | G  | 26 |
| 1039 | 2016/1/25  | 3484458 | 6  | 9  | 20 | 34 | 37 | 41 |    | E  | 25 |
| 547  | 2011/4/18  | 3498029 | 6  | 10 | 11 | 30 | 32 | 39 |    | H  | 27 |
| 825  | 2013/12/26 | 3499935 | 6  | 10 | 12 | 16 | 39 | 40 |    | F  | 20 |
| 766  | 2013/6/3   | 3502685 | 6  | 10 | 12 | 32 | 37 | 39 |    | A  | 33 |
| 517  | 2010/10/7  | 3503164 | 6  | 10 | 13 | 14 | 28 | 37 |    | E  | 39 |
| 1317 | 2018/10/1  | 3504850 | 6  | 10 | 13 | 19 | 32 | 43 |    | J  | 22 |
| 1501 | 2020/7/20  | 3506042 | 6  | 10 | 13 | 25 | 31 | 38 |    | J  | 15 |
| 1466 | 2020/3/19  | 3511501 | 6  | 10 | 15 | 18 | 32 | 40 |    | G  | 35 |
| 968  | 2015/5/18  | 3511881 | 6  | 10 | 15 | 20 | 23 | 26 |    | I  | 17 |
| 598  | 2011/10/13 | 3512296 | 6  | 10 | 15 | 21 | 36 | 41 |    | G  | 40 |
| 872  | 2014/6/12  | 3516789 | 6  | 10 | 17 | 18 | 19 | 24 |    | A  | 7  |
| 128  | 2003/3/27  | 3519818 | 6  | 10 | 18 | 20 | 29 | 39 |    | D  | 21 |
| 443  | 2009/4/30  | 3525491 | 6  | 10 | 21 | 22 | 23 | 35 |    | J  | 5  |
| 737  | 2013/2/21  | 3525926 | 6  | 10 | 21 | 24 | 27 | 39 |    | J  | 11 |
| 173  | 2004/2/12  | 3527989 | 6  | 10 | 22 | 30 | 31 | 35 |    | E  | 18 |
| 1509 | 2020/8/17  | 3538722 | 6  | 11 | 12 | 34 | 36 | 41 |    | H  | 43 |
| 28   | 2001/4/12  | 3547980 | 6  | 11 | 15 | 20 | 31 | 41 |    | F  | 7  |
| 822  | 2013/12/16 | 3548720 | 6  | 11 | 15 | 24 | 27 | 33 |    | C  | 29 |
| 1368 | 2019/4/4   | 3553529 | 6  | 11 | 17 | 20 | 34 | 35 |    | I  | 10 |
| 1129 | 2016/12/5  | 3559135 | 6  | 11 | 19 | 28 | 30 | 43 |    | G  | 32 |
| 638  | 2012/3/5   | 3559182 | 6  | 11 | 19 | 28 | 35 | 40 |    | G  | 14 |
| 70   | 2002/2/7   | 3560116 | 6  | 11 | 20 | 23 | 24 | 31 |    | E  | 17 |
| 276  | 2006/2/2   | 3568136 | 6  | 11 | 27 | 30 | 33 | 36 |    | J  | 34 |
| 722  | 2012/12/24 | 3569848 | 6  | 11 | 32 | 34 | 35 | 39 |    | C  | 18 |
| 1063 | 2016/4/18  | 3574259 | 6  | 12 | 13 | 34 | 38 | 42 |    | C  | 41 |
| 497  | 2010/5/20  | 3575384 | 6  | 12 | 14 | 17 | 36 | 40 |    | D  | 34 |
| 327  | 2007/1/25  | 3577480 | 6  | 12 | 14 | 28 | 31 | 36 |    | B  | 35 |
| 1010 | 2015/10/12 | 3583081 | 6  | 12 | 16 | 24 | 25 | 37 |    | I  | 17 |
| 389  | 2008/4/10  | 3594884 | 6  | 12 | 22 | 25 | 31 | 35 |    | J  | 28 |
| 6    | 2000/11/9  | 3595988 | 6  | 12 | 23 | 25 | 28 | 38 |    | I  | 22 |
| 1131 | 2016/12/12 | 3598652 | 6  | 12 | 25 | 36 | 38 | 41 |    | E  | 18 |
| 280  | 2006/3/2   | 3599345 | 6  | 12 | 26 | 37 | 38 | 39 |    | D  | 25 |
| 1581 | 2021/4/29  | 3600823 | 6  | 12 | 30 | 31 | 41 | 43 |    | D  | 1  |
| 626  | 2012/1/23  | 3603932 | 6  | 13 | 14 | 22 | 26 | 28 |    | D  | 10 |
| 1537 | 2020/11/23 | 3605197 | 6  | 13 | 14 | 32 | 33 | 37 |    | B  | 20 |
| 1601 | 2021/7/8   | 3611681 | 6  | 13 | 17 | 18 | 21 | 41 |    | C  | 37 |
| 1046 | 2016/2/18  | 3611794 | 6  | 13 | 17 | 18 | 27 | 43 |    | D  | 21 |
| 409  | 2008/8/28  | 3613542 | 6  | 13 | 17 | 27 | 28 | 36 |    | E  | 33 |
| 227  | 2005/2/24  | 3613788 | 6  | 13 | 17 | 29 | 32 | 36 |    | A  | 35 |
| 405  | 2008/7/31  | 3616677 | 6  | 13 | 19 | 20 | 30 | 31 |    | A  | 8  |
| 1167 | 2017/4/20  | 3619471 | 6  | 13 | 20 | 25 | 36 | 42 |    | G  | 28 |
| 901  | 2014/9/22  | 3622627 | 6  | 13 | 22 | 28 | 29 | 37 |    | A  | 14 |
| 976  | 2015/6/15  | 3622724 | 6  | 13 | 22 | 28 | 42 | 43 |    | J  | 29 |
| 451  | 2009/6/25  | 3633201 | 6  | 14 | 16 | 19 | 26 | 39 |    | G  | 21 |
| 1554 | 2021/1/25  | 3634801 | 6  | 14 | 16 | 27 | 40 | 42 |    | D  | 26 |
| 908  | 2014/10/16 | 3644067 | 6  | 14 | 21 | 22 | 23 | 30 |    | F  | 32 |
| 535  | 2011/2/10  | 3646970 | 6  | 14 | 23 | 24 | 27 | 32 |    | I  | 11 |
| 916  | 2014/11/13 | 3649285 | 6  | 14 | 25 | 27 | 38 | 43 |    | G  | 21 |
| 1661 | 2022/2/7   | 3652354 | 6  | 14 | 31 | 35 | 38 | 43 |    | I  | 12 |
| 1080 | 2016/6/16  | 3653804 | 6  | 15 | 16 | 19 | 38 | 41 |    | I  | 23 |
| 1518 | 2020/9/17  | 3654487 | 6  | 15 | 16 | 22 | 36 | 41 |    | D  | 20 |
| 621  | 2012/1/5   | 3655361 | 6  | 15 | 16 | 28 | 36 | 40 |    | D  | 20 |
| 1340 | 2018/12/20 | 3658819 | 6  | 15 | 18 | 20 | 26 | 29 |    | G  | 9  |
| 1185 | 2017/6/22  | 3659928 | 6  | 15 | 18 | 26 | 27 | 31 |    | I  | 38 |
| 1683 | 2022/4/25  | 3671684 | 6  | 15 | 28 | 30 | 32 | 43 |    | G  | 21 |
| 1207 | 2017/9/7   | 3674009 | 6  | 16 | 17 | 20 | 22 | 43 |    | C  | 34 |
| 473  | 2009/11/26 | 3674618 | 6  | 16 | 17 | 22 | 34 | 37 |    | E  | 26 |
| 1111 | 2016/10/3  | 3675383 | 6  | 16 | 17 | 27 | 33 | 41 |    | D  | 42 |
| 18   | 2001/2/1   | 3677707 | 6  | 16 | 18 | 27 | 36 | 41 |    | H  | 33 |
