+-----+------------+----+----+----+----+----+----+----+----+----+----+----------+
| t1  |     d1     | s1 | s2 | s3 | s4 | s5 | s6 | s7 | b1 | b2 | Z1 |    Z2    |
| 394 | 2020/11/13 | 6  | 7  | 8  | 11 | 21 | 32 | 35 |    |    |    | 6937845  |
| 394 | 2020/11/13 | 6  | 8  | 15 | 24 | 29 | 31 | 32 |    |    |    | 7163752  |
| 394 | 2020/11/13 | 6  | 9  | 10 | 14 | 24 | 26 | 35 |    |    |    | 7199229  |
| 394 | 2020/11/13 | 6  | 10 | 22 | 23 | 27 | 32 | 33 | 8  | 19 | E  | 7365749  |
| 394 | 2020/11/13 | 7  | 13 | 15 | 17 | 23 | 27 | 35 |    |    |    | 8093486  |
| 394 | 2020/11/13 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 393 | 2020/11/6  | 1  | 6  | 9  | 13 | 18 | 22 | 37 |    |    |    | 1101531  |
| 393 | 2020/11/6  | 3  | 4  | 6  | 8  | 19 | 32 | 35 |    |    |    | 3613798  |
| 393 | 2020/11/6  | 3  | 6  | 11 | 26 | 28 | 30 | 32 |    |    |    | 4113355  |
| 393 | 2020/11/6  | 3  | 9  | 10 | 18 | 22 | 26 | 27 |    |    |    | 4453990  |
| 393 | 2020/11/6  | 4  | 6  | 7  | 14 | 19 | 23 | 35 |    |    |    | 5134873  |
| 393 | 2020/11/6  | 4  | 9  | 11 | 23 | 24 | 34 | 35 |    |    |    | 5579612  |
| 393 | 2020/11/6  | 7  | 14 | 15 | 22 | 27 | 30 | 31 | 9  | 32 | D  | 8130879  |
| 393 | 2020/11/6  | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 393 | 2020/11/6  | 8  | 14 | 18 | 21 | 23 | 33 | 36 |    |    |    | 8619926  |
| 393 | 2020/11/6  | 9  | 15 | 20 | 26 | 27 | 28 | 35 |    |    |    | 9030143  |
| 393 | 2020/11/6  | 13 | 15 | 19 | 21 | 22 | 24 | 35 |    |    |    | 9863832  |
| 392 | 2020/10/30 | 1  | 4  | 6  | 15 | 20 | 22 | 26 | 18 | 21 | B  | 662202   |
| 392 | 2020/10/30 | 1  | 7  | 9  | 18 | 25 | 32 | 33 |    |    |    | 1251627  |
| 392 | 2020/10/30 | 2  | 13 | 14 | 26 | 29 | 35 | 36 |    |    |    | 3402319  |
| 392 | 2020/10/30 | 3  | 11 | 12 | 15 | 27 | 28 | 37 |    |    |    | 4625025  |
| 392 | 2020/10/30 | 4  | 9  | 11 | 23 | 24 | 34 | 35 |    |    |    | 5579612  |
| 392 | 2020/10/30 | 6  | 8  | 14 | 19 | 33 | 34 | 35 |    |    |    | 7154159  |
| 392 | 2020/10/30 | 6  | 9  | 15 | 22 | 28 | 30 | 33 |    |    |    | 7261349  |
| 392 | 2020/10/30 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 392 | 2020/10/30 | 13 | 14 | 15 | 26 | 27 | 35 | 37 |    |    |    | 9821636  |
| 392 | 2020/10/30 | 13 | 16 | 19 | 27 | 29 | 31 | 37 |    |    |    | 9886255  |
| 391 | 2020/10/23 | 1  | 9  | 10 | 17 | 18 | 24 | 35 |    |    |    | 1484428  |
| 391 | 2020/10/23 | 3  | 7  | 9  | 10 | 21 | 30 | 34 |    |    |    | 4205667  |
| 391 | 2020/10/23 | 3  | 13 | 14 | 15 | 24 | 30 | 32 |    |    |    | 4739984  |
| 391 | 2020/10/23 | 4  | 9  | 11 | 23 | 24 | 34 | 35 |    |    |    | 5579612  |
| 391 | 2020/10/23 | 6  | 7  | 9  | 15 | 22 | 27 | 35 |    |    |    | 6966025  |
| 391 | 2020/10/23 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 391 | 2020/10/23 | 8  | 11 | 18 | 22 | 24 | 32 | 35 |    |    |    | 8491171  |
| 391 | 2020/10/23 | 10 | 23 | 27 | 32 | 33 | 35 | 37 | 24 | 26 | F  | 9404177  |
| 390 | 2020/10/16 | 1  | 7  | 14 | 19 | 20 | 35 | 36 |    |    |    | 1316626  |
| 390 | 2020/10/16 | 1  | 11 | 13 | 14 | 15 | 23 | 28 |    |    |    | 1664563  |
| 390 | 2020/10/16 | 2  | 5  | 17 | 24 | 26 | 31 | 36 |    |    |    | 2648360  |
| 390 | 2020/10/16 | 3  | 4  | 18 | 21 | 30 | 34 | 37 |    |    |    | 3794802  |
| 390 | 2020/10/16 | 3  | 6  | 19 | 21 | 23 | 26 | 27 | 30 | 34 | A  | 4168758  |
| 390 | 2020/10/16 | 3  | 18 | 26 | 30 | 32 | 36 | 37 |    |    |    | 4888217  |
| 390 | 2020/10/16 | 4  | 9  | 11 | 23 | 24 | 34 | 35 |    |    |    | 5579612  |
| 390 | 2020/10/16 | 6  | 8  | 9  | 11 | 18 | 25 | 28 |    |    |    | 7076603  |
| 390 | 2020/10/16 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 389 | 2020/10/09 | 1  | 5  | 7  | 14 | 21 | 32 | 35 |    |    |    | 889667   |
| 389 | 2020/10/09 | 1  | 6  | 11 | 13 | 18 | 24 | 27 | 17 | 23 | E  | 1134048  |
| 389 | 2020/10/09 | 3  | 6  | 7  | 23 | 24 | 31 | 32 |    |    |    | 4035762  |
| 389 | 2020/10/09 | 3  | 11 | 15 | 16 | 28 | 29 | 37 |    |    |    | 4653195  |
| 389 | 2020/10/09 | 3  | 12 | 17 | 19 | 20 | 27 | 29 |    |    |    | 4719459  |
| 389 | 2020/10/09 | 6  | 15 | 22 | 24 | 28 | 33 | 34 |    |    |    | 7587473  |
| 389 | 2020/10/09 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 389 | 2020/10/09 | 8  | 9  | 13 | 22 | 28 | 30 | 37 |    |    |    | 8313978  |
| 389 | 2020/10/09 | 9  | 10 | 11 | 13 | 23 | 27 | 30 |    |    | 6  | 8738600  |
| 389 | 2020/10/09 | 16 | 18 | 19 | 22 | 23 | 29 | 32 |    |    |    | 10141730 |
| 388 | 2020/10/2  | 1  | 6  | 8  | 10 | 18 | 21 | 32 | 13 | 28 | C  | 1074112  |
| 388 | 2020/10/2  | 1  | 6  | 11 | 23 | 24 | 28 | 29 |    |    |    | 1144400  |
| 388 | 2020/10/2  | 2  | 3  | 13 | 14 | 20 | 21 | 36 |    |    |    | 2173888  |
| 388 | 2020/10/2  | 2  | 5  | 7  | 18 | 25 | 31 | 33 |    |    |    | 2518139  |
| 388 | 2020/10/2  | 3  | 6  | 7  | 23 | 24 | 31 | 32 |    |    |    | 4035762  |
| 388 | 2020/10/2  | 4  | 9  | 22 | 26 | 27 | 34 | 35 |    |    |    | 5643226  |
| 388 | 2020/10/2  | 4  | 16 | 17 | 18 | 19 | 32 | 37 |    |    |    | 5948954  |
| 388 | 2020/10/2  | 6  | 10 | 14 | 23 | 24 | 30 | 35 |    |    |    | 7334928  |
| 388 | 2020/10/2  | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 387 | 2020/09/25 | 1  | 7  | 13 | 19 | 25 | 26 | 27 |    |    |    | 1308168  |
| 387 | 2020/09/25 | 1  | 14 | 15 | 16 | 24 | 29 | 30 |    |    |    | 1814205  |
| 387 | 2020/09/25 | 3  | 6  | 7  | 23 | 24 | 31 | 32 |    |    |    | 4035762  |
| 387 | 2020/09/25 | 3  | 7  | 13 | 22 | 30 | 32 | 37 | 14 | 15 | G  | 4278167  |
| 387 | 2020/09/25 | 5  | 8  | 15 | 16 | 24 | 28 | 29 |    |    |    | 6421947  |
| 387 | 2020/09/25 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 387 | 2020/09/25 | 9  | 10 | 11 | 17 | 25 | 29 | 37 |    |    |    | 8744549  |
| 386 | 2020/09/18 | 1  | 4  | 14 | 26 | 27 | 29 | 33 |    |    |    | 806093   |
| 386 | 2020/09/18 | 3  | 6  | 7  | 23 | 24 | 31 | 32 |    |    |    | 4035762  |
| 386 | 2020/09/18 | 3  | 11 | 25 | 28 | 31 | 33 | 36 |    |    |    | 4684681  |
| 386 | 2020/09/18 | 6  | 12 | 13 | 16 | 17 | 20 | 32 |    |    |    | 7439027  |
| 386 | 2020/09/18 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 386 | 2020/09/18 | 8  | 10 | 19 | 21 | 24 | 29 | 30 |    |    |    | 8427973  |
| 386 | 2020/09/18 | 9  | 19 | 22 | 32 | 35 | 36 | 37 | 7  | 21 | J  | 9089860  |
| 386 | 2020/09/18 | 12 | 23 | 24 | 26 | 27 | 28 | 32 |    |    |    | 9809991  |
| 385 | 2020/09/11 | 2  | 5  | 6  | 11 | 18 | 26 | 34 |    |    |    | 2478872  |
| 385 | 2020/09/11 | 3  | 6  | 7  | 23 | 24 | 31 | 32 |    |    |    | 4035762  |
| 385 | 2020/09/11 | 3  | 8  | 10 | 14 | 17 | 34 | 35 |    |    |    | 4350106  |
| 385 | 2020/09/11 | 4  | 12 | 14 | 24 | 29 | 34 | 35 | 5  | 15 | I  | 5811899  |
| 385 | 2020/09/11 | 5  | 8  | 15 | 18 | 21 | 24 | 34 |    |    |    | 6423745  |
| 385 | 2020/09/11 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 385 | 2020/09/11 | 13 | 14 | 15 | 17 | 25 | 29 | 32 |    |    |    | 9816989  |
| 385 | 2020/09/11 | 24 | 26 | 27 | 28 | 29 | 30 | 35 |    |    |    | 10292837 |
| 384 | 2020/09/04 | 3  | 7  | 15 | 18 | 26 | 30 | 31 | 9  | 33 | F  | 4291679  |
| 384 | 2020/09/04 | 4  | 8  | 10 | 13 | 14 | 33 | 36 |    |    |    | 5455270  |
| 384 | 2020/09/04 | 8  | 9  | 13 | 14 | 22 | 24 | 35 |    |    |    | 8306058  |
| 384 | 2020/09/04 | 8  | 14 | 19 | 22 | 24 | 26 | 32 |    |    |    | 8623466  |
| 383 | 2020/8/28  | 1  | 6  | 14 | 24 | 25 | 27 | 29 |    |    |    | 1176874  |
| 383 | 2020/8/28  | 4  | 8  | 10 | 13 | 14 | 22 | 33 |    |    |    | 5455168  |
| 383 | 2020/8/28  | 6  | 7  | 8  | 14 | 16 | 20 | 33 |    |    |    | 6943042  |
| 383 | 2020/8/28  | 8  | 11 | 15 | 22 | 26 | 28 | 30 | 10 | 20 | H  | 8476555  |
| 383 | 2020/8/28  | 8  | 11 | 24 | 25 | 27 | 29 | 31 |    |    |    | 8502526  |
| 382 | 2020/8/21  | 1  | 6  | 14 | 24 | 25 | 27 | 33 |    |    |    | 1176878  |
| 382 | 2020/8/21  | 2  | 3  | 5  | 8  | 19 | 22 | 37 | 16 | 28 | E  | 2000000  |
| 382 | 2020/8/21  | 5  | 8  | 15 | 23 | 29 | 30 | 35 |    |    |    | 6427182  |
| 382 | 2020/8/21  | 6  | 7  | 8  | 14 | 16 | 20 | 33 |    |    |    | 6943042  |
| 381 | 2020/8/14  | 1  | 6  | 8  | 9  | 18 | 27 | 32 |    |    | 6  | 1071262  |
| 381 | 2020/8/14  | 3  | 9  | 12 | 14 | 29 | 30 | 35 |    |    |    | 4477052  |
| 381 | 2020/8/14  | 3  | 13 | 15 | 18 | 33 | 34 | 36 |    |    |    | 4751042  |
| 381 | 2020/8/14  | 4  | 8  | 25 | 26 | 27 | 31 | 32 | 9  | 22 | B  | 5547142  |
| 381 | 2020/8/14  | 8  | 11 | 24 | 25 | 27 | 29 | 31 |    |    | 5  | 8502526  |
| 380 | 2020/8/7   | 8  | 14 | 24 | 25 | 32 | 34 | 36 | 13 | 16 | D  | 8631949  |
| 379 | 2020/7/31  | 3  | 8  | 15 | 22 | 24 | 29 | 35 | 18 | 26 | A  | 4412821  |
| 378 | 2020/7/24  | 1  | 5  | 9  | 10 | 14 | 15 | 29 | 20 | 28 | F  | 923760   |
| 377 | 2020/7/17  | 6  | 7  | 10 | 17 | 25 | 33 | 36 | 27 | 32 | I  | 6986320  |
| 376 | 2020/7/10  | 6  | 11 | 14 | 17 | 23 | 31 | 37 | 10 | 15 | G  | 7396794  |
| 375 | 2020/7/3   | 13 | 15 | 18 | 19 | 23 | 27 | 32 | 34 | 35 | F  | 9859653  |
| 374 | 2020/6/26  | 4  | 5  | 9  | 10 | 18 | 27 | 35 | 15 | 34 | C  | 5000386  |
| 373 | 2020/6/19  | 2  | 3  | 17 | 18 | 22 | 23 | 31 | 4  | 30 | A  | 2206116  |
| 372 | 2020/6/12  | 6  | 8  | 22 | 23 | 32 | 33 | 36 | 9  | 27 | E  | 7186856  |
| 371 | 2020/6/5   | 1  | 3  | 4  | 8  | 11 | 21 | 25 | 12 | 23 | H  | 339069   |
| 370 | 2020/5/29  | 7  | 10 | 16 | 25 | 26 | 33 | 34 | 24 | 35 | E  | 7942644  |
| 369 | 2020/5/22  | 1  | 7  | 9  | 11 | 15 | 31 | 34 | 6  | 33 | I  | 1239229  |
| 368 | 2020/5/15  | 7  | 8  | 9  | 13 | 21 | 34 | 35 | 3  | 20 | J  | 7675181  |
| 367 | 2020/5/8   | 8  | 14 | 19 | 20 | 29 | 30 | 31 | 7  | 35 | B  | 8622714  |
| 366 | 2020/5/1   | 10 | 24 | 25 | 26 | 27 | 33 | 36 | 4  | 23 | D  | 9404477  |
| 365 | 2020/4/24  | 1  | 4  | 13 | 14 | 16 | 22 | 35 | 10 | 23 | I  | 787428   |
| 364 | 2020/4/17  | 3  | 9  | 10 | 14 | 16 | 20 | 27 | 19 | 33 | G  | 4448055  |
| 363 | 2020/4/10  | 13 | 15 | 17 | 22 | 26 | 34 | 36 | 3  | 19 | F  | 9857717  |
| 362 | 2020/4/3   | 4  | 7  | 8  | 14 | 22 | 24 | 27 | 13 | 26 | C  | 5301496  |
| 361 | 2020/3/27  | 5  | 9  | 16 | 20 | 29 | 33 | 35 | 2  | 8  | A  | 6530083  |
| 360 | 2020/3/20  | 9  | 11 | 13 | 14 | 20 | 22 | 37 | 15 | 17 | H  | 8829058  |
| 359 | 2020/3/13  | 4  | 7  | 11 | 17 | 19 | 26 | 35 | 1  | 24 | B  | 5358151  |
| 358 | 2020/3/6   | 5  | 13 | 14 | 26 | 32 | 33 | 34 | 8  | 11 | E  | 6761022  |
| 357 | 2020/2/28  | 5  | 8  | 12 | 13 | 14 | 24 | 30 | 27 | 35 | D  | 6388984  |
| 356 | 2020/2/21  | 4  | 16 | 20 | 30 | 33 | 34 | 36 | 19 | 21 | C  | 5962929  |
| 355 | 2020/2/14  | 4  | 6  | 9  | 10 | 23 | 27 | 33 | 14 | 31 | H  | 5170900  |
| 354 | 2020/2/7   | 1  | 2  | 8  | 10 | 13 | 25 | 31 | 23 | 35 | J  | 186231   |
| 353 | 2020/1/31  | 11 | 15 | 22 | 23 | 24 | 29 | 33 | 19 | 34 | G  | 9558737  |
| 352 | 2020/1/24  | 3  | 4  | 14 | 18 | 26 | 30 | 32 | 28 | 34 | I  | 3770572  |
| 351 | 2020/1/17  | 8  | 13 | 17 | 19 | 23 | 25 | 28 | 5  | 16 | F  | 8581093  |
| 350 | 2020/1/10  | 10 | 19 | 21 | 23 | 24 | 30 | 37 | 2  | 28 | D  | 9383202  |
| 349 | 2019/12/27 | 4  | 10 | 11 | 15 | 18 | 22 | 34 | 16 | 32 | A  | 5653242  |
| 348 | 2019/12/20 | 2  | 5  | 17 | 18 | 19 | 20 | 33 | 1  | 24 | B  | 2644424  |
| 347 | 2019/12/13 | 3  | 6  | 11 | 13 | 18 | 20 | 34 | 25 | 35 | E  | 4102061  |
| 346 | 2019/12/6  | 11 | 16 | 18 | 23 | 30 | 31 | 35 | 3  | 27 | C  | 9570727  |
| 345 | 2019/11/29 | 6  | 9  | 10 | 18 | 28 | 31 | 32 | 24 | 35 | G  | 7204447  |
| 344 | 2019/11/22 | 11 | 19 | 28 | 29 | 31 | 32 | 37 | 12 | 21 | I  | 9618882  |
| 343 | 2019/11/15 | 17 | 19 | 22 | 29 | 30 | 31 | 32 | 11 | 16 | E  | 10196260 |
| 342 | 2019/11/8  | 3  | 6  | 24 | 28 | 32 | 35 | 36 | 4  | 8  | H  | 4178150  |
| 341 | 2019/11/1  | 4  | 11 | 17 | 27 | 29 | 31 | 36 | 19 | 24 | J  | 5777408  |
| 340 | 2019/10/25 | 6  | 14 | 17 | 26 | 27 | 30 | 36 | 12 | 28 | D  | 7548974  |
| 339 | 2019/10/18 | 11 | 15 | 18 | 20 | 23 | 25 | 32 | 9  | 37 | B  | 9548616  |
| 338 | 2019/10/11 | 7  | 9  | 16 | 17 | 23 | 27 | 34 | 15 | 36 | F  | 7857326  |
| 337 | 2019/10/4  | 5  | 7  | 10 | 12 | 14 | 24 | 35 | 11 | 33 | I  | 6240610  |
| 336 | 2019/9/27  | 9  | 10 | 13 | 21 | 25 | 31 | 33 | 24 | 37 | B  | 8770859  |
| 335 | 2019/9/20  | 9  | 10 | 17 | 18 | 22 | 25 | 35 | 13 | 14 | C  | 8795519  |
| 334 | 2019/9/13  | 3  | 7  | 15 | 16 | 30 | 34 | 35 | 8  | 29 | A  | 4289722  |
| 333 | 2019/9/6   | 1  | 4  | 10 | 11 | 16 | 24 | 34 | 30 | 32 | G  | 743133   |
| 332 | 2019/8/30  | 5  | 7  | 10 | 15 | 24 | 27 | 30 | 3  | 33 | E  | 6247458  |
| 331 | 2019/8/23  | 5  | 7  | 11 | 12 | 15 | 18 | 20 | 19 | 30 | G  | 6255683  |
| 330 | 2019/8/16  | 3  | 4  | 10 | 12 | 17 | 18 | 20 | 19 | 32 | H  | 3713580  |
| 329 | 2019/8/9   | 3  | 10 | 19 | 20 | 26 | 28 | 30 | 15 | 25 | I  | 4608690  |
| 328 | 2019/8/2   | 3  | 9  | 10 | 14 | 19 | 24 | 30 | 18 | 21 | G  | 4448630  |
| 327 | 2019/7/26  | 1  | 3  | 13 | 14 | 16 | 30 | 31 | 2  | 17 | D  | 550172   |
| 326 | 2019/7/19  | 1  | 2  | 17 | 18 | 24 | 27 | 29 | 12 | 32 | G  | 304913   |
| 325 | 2019/7/12  | 4  | 14 | 17 | 18 | 21 | 31 | 33 | 6  | 20 | J  | 5902518  |
| 324 | 2019/7/5   | 9  | 13 | 16 | 17 | 18 | 19 | 20 | 30 | 36 | B  | 8950503  |
| 323 | 2019/6/28  | 11 | 14 | 15 | 21 | 26 | 34 | 36 | 23 | 27 | C  | 9508402  |
| 322 | 2019/6/21  | 1  | 10 | 11 | 21 | 26 | 29 | 30 | 14 | 20 | A  | 1583982  |
| 321 | 2019/6/14  | 15 | 24 | 27 | 28 | 29 | 34 | 35 | 9  | 25 | F  | 10122773 |
| 320 | 2019/6/7   | 5  | 6  | 18 | 22 | 26 | 33 | 34 | 36 | 37 | E  | 6180168  |
| 319 | 2019/5/31  | 2  | 6  | 14 | 23 | 28 | 31 | 35 | 19 | 27 | D  | 2799920  |
| 318 | 2019/5/24  | 4  | 5  | 10 | 12 | 27 | 34 | 36 | 3  | 14 | E  | 5023728  |
| 317 | 2019/5/17  | 7  | 8  | 14 | 15 | 16 | 20 | 29 | 18 | 19 | H  | 7742214  |
| 316 | 2019/5/10  | 3  | 9  | 10 | 17 | 30 | 33 | 34 | 6  | 8  | G  | 4453497  |
| 315 | 2019/5/3   | 3  | 11 | 18 | 26 | 30 | 33 | 37 | 28 | 31 | I  | 4673627  |
| 314 | 2019/4/26  | 3  | 6  | 8  | 19 | 32 | 34 | 35 | 12 | 30 | C  | 4057745  |
| 313 | 2019/4/19  | 9  | 13 | 16 | 23 | 28 | 29 | 30 | 1  | 20 | B  | 8955367  |
| 312 | 2019/4/12  | 1  | 2  | 4  | 18 | 20 | 29 | 34 | 17 | 30 | J  | 82709    |
| 311 | 2019/4/5   | 9  | 11 | 18 | 24 | 26 | 27 | 37 | 30 | 33 | C  | 8868649  |
| 310 | 2019/3/29  | 17 | 25 | 26 | 28 | 31 | 32 | 37 | 6  | 9  | E  | 10216410 |
| 309 | 2019/3/22  | 1  | 7  | 13 | 14 | 16 | 21 | 22 | 18 | 34 | J  | 1301193  |
| 308 | 2019/3/15  | 5  | 6  | 11 | 15 | 20 | 32 | 33 | 13 | 25 | A  | 6119546  |
| 307 | 2019/3/8   | 5  | 8  | 15 | 24 | 25 | 32 | 35 | 20 | 26 | F  | 6427315  |
| 306 | 2019/3/1   | 12 | 13 | 15 | 22 | 25 | 33 | 35 | 1  | 31 | D  | 9652249  |
| 305 | 2019/2/22  | 6  | 17 | 23 | 24 | 27 | 28 | 31 | 10 | 18 | H  | 7624258  |
| 304 | 2019/2/15  | 7  | 9  | 10 | 17 | 28 | 33 | 36 | 18 | 23 | A  | 7797266  |
| 303 | 2019/2/8   | 4  | 7  | 14 | 17 | 21 | 34 | 37 | 10 | 30 | A  | 5390592  |
| 302 | 2019/2/1   | 8  | 16 | 26 | 27 | 28 | 32 | 34 | 4  | 25 | G  | 8679659  |
| 301 | 2019/1/25  | 4  | 11 | 12 | 25 | 27 | 30 | 33 | 5  | 19 | E  | 5739424  |
| 300 | 2019/1/18  | 4  | 7  | 21 | 31 | 33 | 34 | 35 | 6  | 12 | I  | 5425257  |
| 299 | 2019/1/11  | 1  | 6  | 10 | 13 | 16 | 26 | 36 | 28 | 30 | B  | 1118769  |
| 298 | 2019/1/4   | 1  | 3  | 8  | 11 | 18 | 19 | 22 | 26 | 30 | E  | 468046   |
| 297 | 2018/12/28 | 2  | 3  | 11 | 16 | 23 | 28 | 36 | 8  | 24 | C  | 2153882  |
| 296 | 2018/12/21 | 1  | 8  | 10 | 12 | 18 | 28 | 29 | 25 | 27 | H  | 1378379  |
| 295 | 2018/12/14 | 4  | 5  | 6  | 8  | 9  | 22 | 32 | 13 | 26 | J  | 4920184  |
| 294 | 2018/12/7  | 3  | 4  | 6  | 10 | 14 | 22 | 29 | 28 | 32 | F  | 3618943  |
| 293 | 2018/11/30 | 11 | 13 | 15 | 20 | 27 | 29 | 35 | 1  | 7  | J  | 9474212  |
| 292 | 2018/11/23 | 12 | 15 | 25 | 26 | 27 | 29 | 35 | 24 | 30 | A  | 9738887  |
| 291 | 2018/11/16 | 1  | 11 | 18 | 19 | 21 | 29 | 37 | 5  | 15 | A  | 1702286  |
| 290 | 2018/11/9  | 3  | 13 | 22 | 26 | 31 | 32 | 37 | 29 | 35 | H  | 4777897  |
| 289 | 2018/11/2  | 2  | 7  | 10 | 12 | 16 | 17 | 34 | 23 | 25 | D  | 2882274  |
| 288 | 2018/10/26 | 1  | 8  | 9  | 16 | 27 | 32 | 37 | 17 | 31 | I  | 1368377  |
| 287 | 2018/10/19 | 2  | 7  | 10 | 20 | 24 | 29 | 34 | 4  | 8  | G  | 2893750  |
| 286 | 2018/10/12 | 4  | 5  | 14 | 17 | 18 | 29 | 37 | 27 | 31 | B  | 5077741  |
| 285 | 2018/10/5  | 11 | 15 | 21 | 26 | 30 | 34 | 35 | 4  | 36 | F  | 9558321  |
| 284 | 2018/9/28  | 6  | 7  | 10 | 25 | 29 | 30 | 33 | 1  | 31 | A  | 6990816  |
| 283 | 2018/9/21  | 13 | 14 | 15 | 17 | 23 | 29 | 31 | 10 | 19 | D  | 9816844  |
| 282 | 2018/9/14  | 10 | 17 | 18 | 25 | 29 | 35 | 36 | 7  | 14 | G  | 9356501  |
| 281 | 2018/9/7   | 1  | 2  | 17 | 19 | 20 | 22 | 26 | 30 | 36 | J  | 305272   |
| 280 | 2018/8/31  | 4  | 9  | 10 | 11 | 24 | 32 | 35 | 2  | 37 | C  | 5550706  |
| 279 | 2018/8/24  | 7  | 11 | 15 | 17 | 19 | 23 | 31 | 9  | 37 | E  | 7997350  |
| 278 | 2018/8/17  | 6  | 9  | 14 | 21 | 23 | 33 | 36 | 27 | 28 | B  | 7253317  |
| 277 | 2018/8/10  | 6  | 7  | 9  | 11 | 21 | 23 | 25 | 1  | 22 | I  | 6958229  |
| 276 | 2018/8/3   | 3  | 6  | 12 | 17 | 22 | 34 | 35 | 2  | 33 | H  | 4121140  |
| 275 | 2018/7/27  | 8  | 9  | 15 | 19 | 24 | 25 | 35 | 34 | 37 | E  | 8328204  |
| 274 | 2018/7/20  | 9  | 14 | 21 | 23 | 25 | 26 | 37 | 7  | 29 | F  | 9004841  |
| 273 | 2018/7/13  | 13 | 15 | 21 | 23 | 26 | 32 | 34 | 5  | 9  | I  | 9869208  |
| 272 | 2018/7/6   | 2  | 5  | 8  | 15 | 18 | 26 | 31 | 19 | 25 | C  | 2537660  |
| 271 | 2018/6/29  | 1  | 9  | 15 | 16 | 19 | 32 | 35 | 14 | 31 | G  | 1537905  |
| 270 | 2018/6/22  | 1  | 2  | 11 | 13 | 15 | 24 | 25 | 26 | 28 | J  | 246596   |
| 269 | 2018/6/15  | 1  | 9  | 15 | 24 | 31 | 33 | 36 | 2  | 26 | E  | 1543976  |
| 268 | 2018/6/8   | 4  | 5  | 9  | 15 | 29 | 31 | 33 | 26 | 27 | A  | 5011562  |
| 267 | 2018/6/1   | 8  | 13 | 18 | 20 | 23 | 25 | 26 | 6  | 28 | D  | 8585647  |
| 266 | 2018/5/25  | 6  | 11 | 15 | 17 | 20 | 27 | 32 | 16 | 22 | B  | 7403758  |
| 265 | 2018/5/18  | 12 | 13 | 15 | 19 | 21 | 24 | 36 | 10 | 37 | H  | 9650143  |
| 264 | 2018/5/11  | 8  | 13 | 15 | 17 | 21 | 26 | 29 | 4  | 24 | I  | 8568294  |
| 263 | 2018/5/4   | 1  | 5  | 11 | 16 | 27 | 35 | 36 | 6  | 14 | D  | 969713   |
| 262 | 2018/4/27  | 2  | 6  | 7  | 9  | 19 | 23 | 36 | 5  | 15 | J  | 2670782  |
| 261 | 2018/4/20  | 4  | 14 | 15 | 17 | 21 | 23 | 26 | 7  | 8  | F  | 5890636  |
| 260 | 2018/4/13  | 4  | 8  | 12 | 23 | 29 | 31 | 34 | 5  | 6  | G  | 5494199  |
| 259 | 2018/4/6   | 5  | 6  | 15 | 19 | 22 | 29 | 32 | 4  | 31 | I  | 6163453  |
| 258 | 2018/3/30  | 1  | 3  | 11 | 20 | 23 | 32 | 35 | 25 | 26 | B  | 534352   |
| 257 | 2018/3/23  | 5  | 15 | 16 | 26 | 27 | 32 | 35 | 23 | 28 | G  | 6834192  |
| 256 | 2018/3/16  | 14 | 21 | 24 | 27 | 30 | 33 | 37 | 19 | 20 | E  | 10040769 |
| 255 | 2018/3/9   | 1  | 4  | 11 | 13 | 15 | 21 | 32 | 5  | 10 | C  | 762153   |
| 254 | 2018/3/2   | 1  | 12 | 14 | 18 | 23 | 24 | 31 | 7  | 26 | A  | 1732719  |
| 253 | 2018/2/23  | 6  | 7  | 9  | 12 | 15 | 17 | 24 | 26 | 29 | H  | 6959449  |
| 252 | 2018/2/16  | 8  | 23 | 24 | 25 | 27 | 30 | 31 | 11 | 17 | C  | 8729760  |
| 251 | 2018/2/9   | 1  | 15 | 20 | 26 | 28 | 34 | 37 | 23 | 30 | B  | 1866574  |
| 250 | 2018/2/2   | 5  | 9  | 10 | 13 | 26 | 30 | 34 | 18 | 23 | F  | 6461331  |
| 249 | 2018/1/26  | 9  | 20 | 28 | 29 | 31 | 34 | 37 | 5  | 25 | D  | 9098837  |
| 248 | 2018/1/19  | 1  | 5  | 6  | 22 | 25 | 27 | 31 | 12 | 18 | J  | 870053   |
| 247 | 2018/1/12  | 10 | 12 | 13 | 16 | 34 | 35 | 36 | 11 | 37 | G  | 9181850  |
| 246 | 2018/1/5   | 3  | 6  | 9  | 19 | 23 | 25 | 31 | 21 | 36 | I  | 4077799  |
